id,prompt,model_x,model_y,worker,winner,left,right
1508,9,99,14,11,left,ReMM SLERP L2 13B,Open-Assistant Pythia SFT-4 (12B)
1508,9,99,14,4,tie,ReMM SLERP L2 13B,Open-Assistant Pythia SFT-4 (12B)
1508,9,99,14,47,tie,ReMM SLERP L2 13B,Open-Assistant Pythia SFT-4 (12B)
1508,9,99,14,89,tie,ReMM SLERP L2 13B,Open-Assistant Pythia SFT-4 (12B)
1509,9,1,90,14,tie,RedPajama-INCITE Chat (3B),Luminous Extended
1509,9,1,90,87,tie,RedPajama-INCITE Chat (3B),Luminous Extended
1509,9,1,90,116,tie,RedPajama-INCITE Chat (3B),Luminous Extended
1509,9,1,90,12,tie,RedPajama-INCITE Chat (3B),Luminous Extended
1509,9,1,90,58,tie,RedPajama-INCITE Chat (3B),Luminous Extended
1510,9,14,1,97,tie,Open-Assistant Pythia SFT-4 (12B),RedPajama-INCITE Chat (3B)
1510,9,14,1,15,right,Open-Assistant Pythia SFT-4 (12B),RedPajama-INCITE Chat (3B)
1511,9,90,3,51,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
1511,9,90,3,6,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
1511,9,90,3,105,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
1511,9,90,3,46,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
1511,9,90,3,89,tie,Luminous Extended,RedPajama-INCITE Chat (7B)
1512,9,14,3,48,tie,Open-Assistant Pythia SFT-4 (12B),RedPajama-INCITE Chat (7B)
1512,9,14,3,97,tie,Open-Assistant Pythia SFT-4 (12B),RedPajama-INCITE Chat (7B)
1512,9,14,3,70,tie,Open-Assistant Pythia SFT-4 (12B),RedPajama-INCITE Chat (7B)
1513,9,25,90,58,tie,Vicuna v1.3 (13B),Luminous Extended
1513,9,25,90,115,tie,Vicuna v1.3 (13B),Luminous Extended
1513,9,25,90,14,tie,Vicuna v1.3 (13B),Luminous Extended
1513,9,25,90,12,tie,Vicuna v1.3 (13B),Luminous Extended
1513,9,25,90,87,tie,Vicuna v1.3 (13B),Luminous Extended
1514,9,14,25,47,right,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
1514,9,14,25,11,left,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
1514,9,14,25,58,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
1514,9,14,25,72,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
1514,9,14,25,89,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (13B)
1515,9,90,24,67,tie,Luminous Extended,Vicuna v1.3 (7B)
1515,9,90,24,114,tie,Luminous Extended,Vicuna v1.3 (7B)
1515,9,90,24,20,left,Luminous Extended,Vicuna v1.3 (7B)
1515,9,90,24,117,right,Luminous Extended,Vicuna v1.3 (7B)
1516,9,14,24,37,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (7B)
1516,9,14,24,89,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (7B)
1516,9,14,24,107,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (7B)
1516,9,14,24,19,right,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (7B)
1516,9,14,24,110,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.3 (7B)
1517,9,90,26,11,left,Luminous Extended,Vicuna v1.5 (13B)
1517,9,90,26,47,tie,Luminous Extended,Vicuna v1.5 (13B)
1517,9,90,26,58,tie,Luminous Extended,Vicuna v1.5 (13B)
1517,9,90,26,89,tie,Luminous Extended,Vicuna v1.5 (13B)
1518,9,14,26,67,left,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.5 (13B)
1518,9,14,26,1,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.5 (13B)
1518,9,14,26,64,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.5 (13B)
1518,9,14,26,0,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.5 (13B)
1518,9,14,26,44,tie,Open-Assistant Pythia SFT-4 (12B),Vicuna v1.5 (13B)
1519,9,90,75,3,right,Luminous Extended,command
1519,9,90,75,1,right,Luminous Extended,command
1519,9,90,75,64,tie,Luminous Extended,command
1519,9,90,75,46,right,Luminous Extended,command
1519,9,90,75,0,left,Luminous Extended,command
1520,9,14,75,3,left,Open-Assistant Pythia SFT-4 (12B),command
1520,9,14,75,118,tie,Open-Assistant Pythia SFT-4 (12B),command
1520,9,14,75,20,left,Open-Assistant Pythia SFT-4 (12B),command
1520,9,14,75,117,right,Open-Assistant Pythia SFT-4 (12B),command
1520,9,14,75,21,tie,Open-Assistant Pythia SFT-4 (12B),command
1521,9,75,98,87,tie,command,Weaver 12k
1521,9,75,98,16,tie,command,Weaver 12k
1521,9,75,98,91,tie,command,Weaver 12k
1521,9,75,98,11,left,command,Weaver 12k
1521,9,75,98,85,tie,command,Weaver 12k
1522,9,90,76,46,tie,Luminous Extended,command-light
1522,9,90,76,85,tie,Luminous Extended,command-light
1522,9,90,76,0,left,Luminous Extended,command-light
1522,9,90,76,64,tie,Luminous Extended,command-light
1522,9,90,76,42,left,Luminous Extended,command-light
1523,9,14,76,89,tie,Open-Assistant Pythia SFT-4 (12B),command-light
1523,9,14,76,47,tie,Open-Assistant Pythia SFT-4 (12B),command-light
1523,9,14,76,58,tie,Open-Assistant Pythia SFT-4 (12B),command-light
1523,9,14,76,11,left,Open-Assistant Pythia SFT-4 (12B),command-light
1524,9,76,98,37,left,command-light,Weaver 12k
1524,9,76,98,54,tie,command-light,Weaver 12k
1524,9,76,98,86,tie,command-light,Weaver 12k
1524,9,76,98,23,left,command-light,Weaver 12k
1525,9,90,79,93,tie,Luminous Extended,command-nightly
1525,9,90,79,107,tie,Luminous Extended,command-nightly
1525,9,90,79,56,tie,Luminous Extended,command-nightly
1525,9,90,79,38,tie,Luminous Extended,command-nightly
1525,9,90,79,91,tie,Luminous Extended,command-nightly
1526,9,79,14,40,tie,command-nightly,Open-Assistant Pythia SFT-4 (12B)
1527,9,98,79,116,tie,Weaver 12k,command-nightly
1527,9,98,79,11,left,Weaver 12k,command-nightly
1527,9,98,79,41,tie,Weaver 12k,command-nightly
1527,9,98,79,47,tie,Weaver 12k,command-nightly
1528,16,98,97,59,right,Weaver 12k,Airoboros L2 70B
1528,16,98,97,18,right,Weaver 12k,Airoboros L2 70B
1528,16,98,97,55,left,Weaver 12k,Airoboros L2 70B
1529,16,98,29,55,right,Weaver 12k,Alpaca (7B)
1529,16,98,29,97,right,Weaver 12k,Alpaca (7B)
1529,16,98,29,48,right,Weaver 12k,Alpaca (7B)
1529,16,98,29,87,tie,Weaver 12k,Alpaca (7B)
1529,16,98,29,70,left,Weaver 12k,Alpaca (7B)
1530,16,5,98,121,left,Chronos Hermes (13B),Weaver 12k
1530,16,5,98,46,left,Chronos Hermes (13B),Weaver 12k
1530,16,5,98,113,left,Chronos Hermes (13B),Weaver 12k
1530,16,5,98,42,left,Chronos Hermes (13B),Weaver 12k
1530,16,5,98,67,left,Chronos Hermes (13B),Weaver 12k
1531,16,83,98,14,right,Claude Instant v1,Weaver 12k
1531,16,83,98,116,tie,Claude Instant v1,Weaver 12k
1531,16,83,98,115,left,Claude Instant v1,Weaver 12k
1531,16,83,98,58,tie,Claude Instant v1,Weaver 12k
1532,16,98,101,107,tie,Weaver 12k,Claude v1
1532,16,98,101,119,right,Weaver 12k,Claude v1
1532,16,98,101,29,right,Weaver 12k,Claude v1
1532,16,98,101,46,right,Weaver 12k,Claude v1
1533,16,98,100,46,tie,Weaver 12k,Claude v1.2
1533,16,98,100,32,left,Weaver 12k,Claude v1.2
1533,16,98,100,42,right,Weaver 12k,Claude v1.2
1533,16,98,100,121,left,Weaver 12k,Claude v1.2
1533,16,98,100,113,left,Weaver 12k,Claude v1.2
1534,16,84,98,20,left,Claude v2,Weaver 12k
1534,16,84,98,56,tie,Claude v2,Weaver 12k
1534,16,84,98,38,tie,Claude v2,Weaver 12k
1534,16,84,98,107,tie,Claude v2,Weaver 12k
1535,16,19,98,58,left,Code Llama Instruct (13B),Weaver 12k
1535,16,19,98,11,right,Code Llama Instruct (13B),Weaver 12k
1535,16,19,98,47,tie,Code Llama Instruct (13B),Weaver 12k
1535,16,19,98,4,right,Code Llama Instruct (13B),Weaver 12k
1536,16,20,98,38,left,Code Llama Instruct (34B),Weaver 12k
1536,16,20,98,20,left,Code Llama Instruct (34B),Weaver 12k
1536,16,20,98,107,left,Code Llama Instruct (34B),Weaver 12k
1536,16,20,98,14,right,Code Llama Instruct (34B),Weaver 12k
1536,16,20,98,91,tie,Code Llama Instruct (34B),Weaver 12k
1537,16,18,98,116,tie,Code Llama Instruct (7B),Weaver 12k
1537,16,18,98,15,right,Code Llama Instruct (7B),Weaver 12k
1538,16,98,9,47,tie,Weaver 12k,Dolly v2 (12B)
1538,16,98,9,41,tie,Weaver 12k,Dolly v2 (12B)
1538,16,98,9,4,left,Weaver 12k,Dolly v2 (12B)
1538,16,98,9,11,tie,Weaver 12k,Dolly v2 (12B)
1539,16,7,98,11,tie,Dolly v2 (3B),Weaver 12k
1539,16,7,98,116,tie,Dolly v2 (3B),Weaver 12k
1539,16,7,98,72,right,Dolly v2 (3B),Weaver 12k
1539,16,7,98,89,tie,Dolly v2 (3B),Weaver 12k
1539,16,7,98,47,tie,Dolly v2 (3B),Weaver 12k
1540,16,8,98,14,right,Dolly v2 (7B),Weaver 12k
1540,16,8,98,38,tie,Dolly v2 (7B),Weaver 12k
1540,16,8,98,91,tie,Dolly v2 (7B),Weaver 12k
1540,16,8,98,20,left,Dolly v2 (7B),Weaver 12k
1540,16,8,98,107,right,Dolly v2 (7B),Weaver 12k
1541,16,31,98,58,left,Falcon Instruct (40B),Weaver 12k
1541,16,31,98,85,right,Falcon Instruct (40B),Weaver 12k
1541,16,31,98,89,tie,Falcon Instruct (40B),Weaver 12k
1541,16,31,98,11,tie,Falcon Instruct (40B),Weaver 12k
1541,16,31,98,47,tie,Falcon Instruct (40B),Weaver 12k
1542,16,98,30,48,left,Weaver 12k,Falcon Instruct (7B)
1542,16,98,30,55,left,Weaver 12k,Falcon Instruct (7B)
1542,16,98,30,53,left,Weaver 12k,Falcon Instruct (7B)
1542,16,98,30,97,left,Weaver 12k,Falcon Instruct (7B)
1542,16,98,30,87,tie,Weaver 12k,Falcon Instruct (7B)
1543,16,81,98,70,right,GPT 3.5 Turbo,Weaver 12k
1543,16,81,98,40,left,GPT 3.5 Turbo,Weaver 12k
1543,16,81,98,97,left,GPT 3.5 Turbo,Weaver 12k
1543,16,81,98,53,left,GPT 3.5 Turbo,Weaver 12k
1544,16,98,82,5,tie,Weaver 12k,GPT 3.5 Turbo (16k)
1544,16,98,82,42,left,Weaver 12k,GPT 3.5 Turbo (16k)
1544,16,98,82,3,right,Weaver 12k,GPT 3.5 Turbo (16k)
1544,16,98,82,74,left,Weaver 12k,GPT 3.5 Turbo (16k)
1544,16,98,82,44,right,Weaver 12k,GPT 3.5 Turbo (16k)
1545,16,98,80,14,left,Weaver 12k,GPT 4
1545,16,98,80,91,right,Weaver 12k,GPT 4
1545,16,98,80,38,right,Weaver 12k,GPT 4
1545,16,98,80,107,tie,Weaver 12k,GPT 4
1545,16,98,80,20,left,Weaver 12k,GPT 4
1546,16,4,98,48,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1546,16,4,98,97,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1546,16,4,98,53,left,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1546,16,4,98,70,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1547,16,32,98,25,left,Guanaco (13B),Weaver 12k
1547,16,32,98,42,left,Guanaco (13B),Weaver 12k
1547,16,32,98,44,left,Guanaco (13B),Weaver 12k
1547,16,32,98,91,left,Guanaco (13B),Weaver 12k
1547,16,32,98,67,left,Guanaco (13B),Weaver 12k
1548,16,33,98,116,left,Guanaco (33B),Weaver 12k
1548,16,33,98,11,tie,Guanaco (33B),Weaver 12k
1548,16,33,98,47,left,Guanaco (33B),Weaver 12k
1548,16,33,98,58,left,Guanaco (33B),Weaver 12k
1549,16,98,85,97,right,Weaver 12k,Jurassic 2 Light
1549,16,98,85,92,right,Weaver 12k,Jurassic 2 Light
1549,16,98,85,15,left,Weaver 12k,Jurassic 2 Light
1550,16,86,98,15,right,Jurassic 2 Mid,Weaver 12k
1550,16,86,98,58,left,Jurassic 2 Mid,Weaver 12k
1550,16,86,98,14,right,Jurassic 2 Mid,Weaver 12k
1550,16,86,98,83,left,Jurassic 2 Mid,Weaver 12k
1550,16,86,98,115,left,Jurassic 2 Mid,Weaver 12k
1551,16,98,87,97,right,Weaver 12k,Jurassic 2 Ultra
1551,16,98,87,107,tie,Weaver 12k,Jurassic 2 Ultra
1551,16,98,87,91,right,Weaver 12k,Jurassic 2 Ultra
1551,16,98,87,39,right,Weaver 12k,Jurassic 2 Ultra
1551,16,98,87,36,right,Weaver 12k,Jurassic 2 Ultra
1552,16,98,23,58,tie,Weaver 12k,Koala (13B)
1552,16,98,23,115,tie,Weaver 12k,Koala (13B)
1552,16,98,23,14,right,Weaver 12k,Koala (13B)
1552,16,98,23,116,tie,Weaver 12k,Koala (13B)
1553,16,22,98,25,tie,LLaMA 2 SFT v10 (70B),Weaver 12k
1553,16,22,98,67,left,LLaMA 2 SFT v10 (70B),Weaver 12k
1553,16,22,98,41,left,LLaMA 2 SFT v10 (70B),Weaver 12k
1553,16,22,98,2,right,LLaMA 2 SFT v10 (70B),Weaver 12k
1553,16,22,98,42,tie,LLaMA 2 SFT v10 (70B),Weaver 12k
1554,16,98,16,15,left,Weaver 12k,LLaMA-2-Chat (13B)
1554,16,98,16,14,left,Weaver 12k,LLaMA-2-Chat (13B)
1554,16,98,16,58,left,Weaver 12k,LLaMA-2-Chat (13B)
1555,16,88,98,59,tie,Luminous Supreme,Weaver 12k
1555,16,88,98,46,right,Luminous Supreme,Weaver 12k
1555,16,88,98,107,tie,Luminous Supreme,Weaver 12k
1555,16,88,98,48,right,Luminous Supreme,Weaver 12k
1556,16,98,89,36,tie,Weaver 12k,Luminous Supreme Control
1556,16,98,89,91,tie,Weaver 12k,Luminous Supreme Control
1556,16,98,89,14,left,Weaver 12k,Luminous Supreme Control
1556,16,98,89,107,tie,Weaver 12k,Luminous Supreme Control
1556,16,98,89,38,tie,Weaver 12k,Luminous Supreme Control
1557,16,28,98,58,tie,MPT-Chat (30B),Weaver 12k
1557,16,28,98,47,tie,MPT-Chat (30B),Weaver 12k
1557,16,28,98,11,tie,MPT-Chat (30B),Weaver 12k
1557,16,28,98,4,right,MPT-Chat (30B),Weaver 12k
1558,16,98,27,45,right,Weaver 12k,MPT-Chat (7B)
1558,16,98,27,37,left,Weaver 12k,MPT-Chat (7B)
1558,16,98,27,110,right,Weaver 12k,MPT-Chat (7B)
1558,16,98,27,111,right,Weaver 12k,MPT-Chat (7B)
1558,16,98,27,107,tie,Weaver 12k,MPT-Chat (7B)
1559,16,98,96,11,tie,Weaver 12k,Mythalion 13B
1559,16,98,96,41,right,Weaver 12k,Mythalion 13B
1559,16,98,96,47,right,Weaver 12k,Mythalion 13B
1559,16,98,96,89,right,Weaver 12k,Mythalion 13B
1560,16,98,11,11,tie,Weaver 12k,MythoMax-L2 (13B)
1560,16,98,11,85,left,Weaver 12k,MythoMax-L2 (13B)
1560,16,98,11,47,right,Weaver 12k,MythoMax-L2 (13B)
1560,16,98,11,22,tie,Weaver 12k,MythoMax-L2 (13B)
1560,16,98,11,41,right,Weaver 12k,MythoMax-L2 (13B)
1561,16,14,98,97,left,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
1561,16,14,98,15,right,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
1561,16,14,98,116,tie,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
1562,16,98,13,41,right,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1562,16,98,13,58,tie,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1562,16,98,13,116,right,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1562,16,98,13,11,tie,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1562,16,98,13,47,tie,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1563,16,98,94,65,left,Weaver 12k,PaLM 2 Bison
1563,16,98,94,117,right,Weaver 12k,PaLM 2 Bison
1563,16,98,94,20,left,Weaver 12k,PaLM 2 Bison
1563,16,98,94,91,tie,Weaver 12k,PaLM 2 Bison
1563,16,98,94,67,right,Weaver 12k,PaLM 2 Bison
1564,16,98,95,47,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1564,16,98,95,11,tie,Weaver 12k,PaLM 2 Bison (Code Chat)
1564,16,98,95,41,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1564,16,98,95,116,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1564,16,98,95,89,tie,Weaver 12k,PaLM 2 Bison (Code Chat)
1565,16,98,10,58,left,Weaver 12k,Platypus-2 Instruct (70B)
1565,16,98,10,89,right,Weaver 12k,Platypus-2 Instruct (70B)
1565,16,98,10,11,tie,Weaver 12k,Platypus-2 Instruct (70B)
1565,16,98,10,41,right,Weaver 12k,Platypus-2 Instruct (70B)
1565,16,98,10,47,right,Weaver 12k,Platypus-2 Instruct (70B)
1566,16,2,98,79,left,Pythia-Chat-Base (7B),Weaver 12k
1566,16,2,98,38,left,Pythia-Chat-Base (7B),Weaver 12k
1566,16,2,98,107,left,Pythia-Chat-Base (7B),Weaver 12k
1566,16,2,98,56,left,Pythia-Chat-Base (7B),Weaver 12k
1566,16,2,98,93,left,Pythia-Chat-Base (7B),Weaver 12k
1567,16,98,6,97,tie,Weaver 12k,Qwen-Chat (7B)
1567,16,98,6,49,right,Weaver 12k,Qwen-Chat (7B)
1567,16,98,6,53,tie,Weaver 12k,Qwen-Chat (7B)
1567,16,98,6,70,left,Weaver 12k,Qwen-Chat (7B)
1568,16,98,99,11,tie,Weaver 12k,ReMM SLERP L2 13B
1568,16,98,99,41,right,Weaver 12k,ReMM SLERP L2 13B
1568,16,98,99,72,right,Weaver 12k,ReMM SLERP L2 13B
1568,16,98,99,58,right,Weaver 12k,ReMM SLERP L2 13B
1568,16,98,99,47,right,Weaver 12k,ReMM SLERP L2 13B
1569,16,98,1,41,right,Weaver 12k,RedPajama-INCITE Chat (3B)
1569,16,98,1,60,left,Weaver 12k,RedPajama-INCITE Chat (3B)
1569,16,98,1,20,right,Weaver 12k,RedPajama-INCITE Chat (3B)
1569,16,98,1,117,right,Weaver 12k,RedPajama-INCITE Chat (3B)
1570,16,98,3,27,tie,Weaver 12k,RedPajama-INCITE Chat (7B)
1570,16,98,3,59,tie,Weaver 12k,RedPajama-INCITE Chat (7B)
1570,16,98,3,75,left,Weaver 12k,RedPajama-INCITE Chat (7B)
1570,16,98,3,57,left,Weaver 12k,RedPajama-INCITE Chat (7B)
1570,16,98,3,90,left,Weaver 12k,RedPajama-INCITE Chat (7B)
1571,16,98,12,85,left,Weaver 12k,StarCoderChat Alpha (16B)
1571,16,98,12,14,right,Weaver 12k,StarCoderChat Alpha (16B)
1571,16,98,12,115,tie,Weaver 12k,StarCoderChat Alpha (16B)
1571,16,98,12,58,right,Weaver 12k,StarCoderChat Alpha (16B)
1572,16,25,98,92,left,Vicuna v1.3 (13B),Weaver 12k
1572,16,25,98,70,right,Vicuna v1.3 (13B),Weaver 12k
1573,16,98,24,58,tie,Weaver 12k,Vicuna v1.3 (7B)
1573,16,98,24,116,tie,Weaver 12k,Vicuna v1.3 (7B)
1573,16,98,24,97,left,Weaver 12k,Vicuna v1.3 (7B)
1574,16,98,26,78,left,Weaver 12k,Vicuna v1.5 (13B)
1574,16,98,26,63,left,Weaver 12k,Vicuna v1.5 (13B)
1574,16,98,26,33,left,Weaver 12k,Vicuna v1.5 (13B)
1574,16,98,26,89,left,Weaver 12k,Vicuna v1.5 (13B)
1575,16,21,98,116,left,Vicuna-FastChat-T5 (3B),Weaver 12k
1575,16,21,98,11,tie,Vicuna-FastChat-T5 (3B),Weaver 12k
1575,16,21,98,47,tie,Vicuna-FastChat-T5 (3B),Weaver 12k
1575,16,21,98,85,right,Vicuna-FastChat-T5 (3B),Weaver 12k
1576,16,75,97,59,right,command,Airoboros L2 70B
1576,16,75,97,19,left,command,Airoboros L2 70B
1576,16,75,97,46,right,command,Airoboros L2 70B
1577,16,75,29,48,left,command,Alpaca (7B)
1577,16,75,29,70,left,command,Alpaca (7B)
1577,16,75,29,97,right,command,Alpaca (7B)
1577,16,75,29,53,tie,command,Alpaca (7B)
1578,16,75,5,22,tie,command,Chronos Hermes (13B)
1578,16,75,5,47,right,command,Chronos Hermes (13B)
1578,16,75,5,41,left,command,Chronos Hermes (13B)
1579,16,75,83,33,left,command,Claude Instant v1
1579,16,75,83,89,right,command,Claude Instant v1
1579,16,75,83,85,left,command,Claude Instant v1
1579,16,75,83,107,tie,command,Claude Instant v1
1580,16,101,75,115,left,Claude v1,command
1580,16,101,75,14,right,Claude v1,command
1580,16,101,75,58,right,Claude v1,command
1580,16,101,75,116,right,Claude v1,command
1580,16,101,75,12,right,Claude v1,command
1581,16,100,75,58,right,Claude v1.2,command
1581,16,100,75,89,left,Claude v1.2,command
1581,16,100,75,67,left,Claude v1.2,command
1581,16,100,75,14,right,Claude v1.2,command
1582,16,84,75,109,right,Claude v2,command
1582,16,84,75,33,right,Claude v2,command
1582,16,84,75,46,right,Claude v2,command
1582,16,84,75,10,left,Claude v2,command
1582,16,84,75,89,right,Claude v2,command
1583,16,75,19,109,left,command,Code Llama Instruct (13B)
1583,16,75,19,89,tie,command,Code Llama Instruct (13B)
1583,16,75,19,107,tie,command,Code Llama Instruct (13B)
1584,16,20,75,89,right,Code Llama Instruct (34B),command
1584,16,20,75,47,left,Code Llama Instruct (34B),command
1584,16,20,75,11,tie,Code Llama Instruct (34B),command
1585,16,75,18,46,left,command,Code Llama Instruct (7B)
1585,16,75,18,41,left,command,Code Llama Instruct (7B)
1585,16,75,18,82,left,command,Code Llama Instruct (7B)
1585,16,75,18,1,left,command,Code Llama Instruct (7B)
1585,16,75,18,0,left,command,Code Llama Instruct (7B)
1586,16,9,75,3,right,Dolly v2 (12B),command
1586,16,9,75,67,tie,Dolly v2 (12B),command
1586,16,9,75,41,right,Dolly v2 (12B),command
1586,16,9,75,117,right,Dolly v2 (12B),command
1586,16,9,75,62,right,Dolly v2 (12B),command
1587,16,75,7,116,left,command,Dolly v2 (3B)
1587,16,75,7,85,left,command,Dolly v2 (3B)
1587,16,75,7,47,left,command,Dolly v2 (3B)
1588,16,8,75,14,right,Dolly v2 (7B),command
1588,16,8,75,15,right,Dolly v2 (7B),command
1588,16,8,75,12,right,Dolly v2 (7B),command
1588,16,8,75,115,right,Dolly v2 (7B),command
1588,16,8,75,58,right,Dolly v2 (7B),command
1589,16,75,31,74,left,command,Falcon Instruct (40B)
1589,16,75,31,3,right,command,Falcon Instruct (40B)
1589,16,75,31,42,left,command,Falcon Instruct (40B)
1589,16,75,31,113,right,command,Falcon Instruct (40B)
1589,16,75,31,85,left,command,Falcon Instruct (40B)
1590,16,30,75,85,right,Falcon Instruct (7B),command
1590,16,30,75,11,tie,Falcon Instruct (7B),command
1590,16,30,75,89,right,Falcon Instruct (7B),command
1590,16,30,75,47,tie,Falcon Instruct (7B),command
1590,16,30,75,41,right,Falcon Instruct (7B),command
1591,16,81,75,40,tie,GPT 3.5 Turbo,command
1591,16,81,75,116,right,GPT 3.5 Turbo,command
1592,16,82,75,116,right,GPT 3.5 Turbo (16k),command
1592,16,82,75,83,tie,GPT 3.5 Turbo (16k),command
1592,16,82,75,14,right,GPT 3.5 Turbo (16k),command
1592,16,82,75,58,left,GPT 3.5 Turbo (16k),command
1592,16,82,75,15,right,GPT 3.5 Turbo (16k),command
1593,16,80,75,15,right,GPT 4,command
1593,16,80,75,116,right,GPT 4,command
1594,16,75,4,2,left,command,GPT-NeoXT-Chat-Base (20B)
1594,16,75,4,77,left,command,GPT-NeoXT-Chat-Base (20B)
1594,16,75,4,41,left,command,GPT-NeoXT-Chat-Base (20B)
1594,16,75,4,91,left,command,GPT-NeoXT-Chat-Base (20B)
1594,16,75,4,42,tie,command,GPT-NeoXT-Chat-Base (20B)
1595,16,75,33,46,tie,command,Guanaco (33B)
1595,16,75,33,113,right,command,Guanaco (33B)
1595,16,75,33,66,tie,command,Guanaco (33B)
1595,16,75,33,42,left,command,Guanaco (33B)
1595,16,75,33,44,left,command,Guanaco (33B)
1596,16,85,75,11,tie,Jurassic 2 Light,command
1596,16,85,75,89,left,Jurassic 2 Light,command
1596,16,85,75,47,tie,Jurassic 2 Light,command
1596,16,85,75,116,tie,Jurassic 2 Light,command
1597,16,75,86,67,tie,command,Jurassic 2 Mid
1597,16,75,86,118,left,command,Jurassic 2 Mid
1597,16,75,86,2,right,command,Jurassic 2 Mid
1597,16,75,86,42,tie,command,Jurassic 2 Mid
1597,16,75,86,20,left,command,Jurassic 2 Mid
1598,16,75,87,50,left,command,Jurassic 2 Ultra
1598,16,75,87,82,left,command,Jurassic 2 Ultra
1598,16,75,87,89,right,command,Jurassic 2 Ultra
1598,16,75,87,33,tie,command,Jurassic 2 Ultra
1598,16,75,87,46,left,command,Jurassic 2 Ultra
1599,16,23,75,97,right,Koala (13B),command
1599,16,23,75,70,right,Koala (13B),command
1599,16,23,75,53,right,Koala (13B),command
1600,16,75,89,53,left,command,Luminous Supreme Control
1600,16,75,89,97,left,command,Luminous Supreme Control
1600,16,75,89,70,left,command,Luminous Supreme Control
1601,16,75,27,40,tie,command,MPT-Chat (7B)
1601,16,75,27,97,tie,command,MPT-Chat (7B)
1601,16,75,27,53,tie,command,MPT-Chat (7B)
1602,16,75,96,102,right,command,Mythalion 13B
1602,16,75,96,29,right,command,Mythalion 13B
1602,16,75,96,59,right,command,Mythalion 13B
1602,16,75,96,28,tie,command,Mythalion 13B
1603,16,11,75,58,left,MythoMax-L2 (13B),command
1603,16,11,75,116,left,MythoMax-L2 (13B),command
1603,16,11,75,15,right,MythoMax-L2 (13B),command
1603,16,11,75,14,right,MythoMax-L2 (13B),command
1604,16,75,14,107,right,command,Open-Assistant Pythia SFT-4 (12B)
1604,16,75,14,38,left,command,Open-Assistant Pythia SFT-4 (12B)
1604,16,75,14,20,left,command,Open-Assistant Pythia SFT-4 (12B)
1604,16,75,14,91,left,command,Open-Assistant Pythia SFT-4 (12B)
1605,16,13,75,20,left,Open-Assistant StableLM SFT-7 (7B),command
1605,16,13,75,107,tie,Open-Assistant StableLM SFT-7 (7B),command
1605,16,13,75,38,right,Open-Assistant StableLM SFT-7 (7B),command
1605,16,13,75,56,left,Open-Assistant StableLM SFT-7 (7B),command
1605,16,13,75,91,right,Open-Assistant StableLM SFT-7 (7B),command
1606,16,75,94,30,left,command,PaLM 2 Bison
1606,16,75,94,89,left,command,PaLM 2 Bison
1606,16,75,94,19,left,command,PaLM 2 Bison
1607,16,95,75,70,right,PaLM 2 Bison (Code Chat),command
1607,16,95,75,53,tie,PaLM 2 Bison (Code Chat),command
1607,16,95,75,97,tie,PaLM 2 Bison (Code Chat),command
1608,16,75,10,97,tie,command,Platypus-2 Instruct (70B)
1608,16,75,10,78,right,command,Platypus-2 Instruct (70B)
1608,16,75,10,54,left,command,Platypus-2 Instruct (70B)
1608,16,75,10,89,right,command,Platypus-2 Instruct (70B)
1609,16,75,2,97,right,command,Pythia-Chat-Base (7B)
1610,16,6,75,48,left,Qwen-Chat (7B),command
1610,16,6,75,70,right,Qwen-Chat (7B),command
